text,aspect,label,
"Although we were seated right away and the waiter brought menus promptly as well as drink, he was almost never at our table despite being at the other tables right next to ours.",food,neutral,TRAINU_01780_003
Beers on tap were pretty good and we had a great waiter but the food left much to be desired.,food,negative,TRAINU_01781_003
"The food is right out of heaven, arrive hungry because the portions are huge but not the prices.",food,positive,TRAINU_01782_001
"The food is right out of heaven, arrive hungry because the portions are huge but not the prices.",price,negative,TRAINU_01782_003
"Just expect to wait a good twenty minutes before they take your order (even when the restaurant is half empty), you'll have to ask at least 5 waiters and a manager for coffee before they bring it to you and when they bring your orders out wrong, expect the manager to side with the chef and not you.",staff,negative,TRAINU_01783_001
"Just expect to wait a good twenty minutes before they take your order (even when the restaurant is half empty), you'll have to ask at least 5 waiters and a manager for coffee before they bring it to you and when they bring your orders out wrong, expect the manager to side with the chef and not you.",food,neutral,TRAINU_01783_002
"The caesar salad was a huge bowl of iceberg lettuce, a dressing that wasn't ceasar, 1 crouton and a few slices of thin chicken -- for $12.",food,neutral,TRAINU_01784_001
"Its the perfect place to take a date, start out with dinner and then stick around for dancing!",food,neutral,TRAINU_01785_002
The specials of the day are the way to go.,food,positive,TRAINU_01786_001
The specials of the day are the way to go.,miscellaneous,positive,TRAINU_01786_002
"* Rude waiter - he kept pushing us to get appetizer (after been told twice that we would like to start ordering entree) and after dinner, told us to check out the shelf ourselves on our way to the restroom for dessert menu.",staff,negative,TRAINU_01787_001
"* Rude waiter - he kept pushing us to get appetizer (after been told twice that we would like to start ordering entree) and after dinner, told us to check out the shelf ourselves on our way to the restroom for dessert menu.",food,neutral,TRAINU_01787_002
"But even on New Years, when they were busy, the owners took the time out to visit our table frequently, even pouring us drinks herself from her own creations.",staff,positive,TRAINU_01788_001
"But even on New Years, when they were busy, the owners took the time out to visit our table frequently, even pouring us drinks herself from her own creations.",food,neutral,TRAINU_01788_002
"On each table there's a variety of sauces and spices, which you're encouraged to add to your dish; by the end of the meal you mind up with something completely different in your bowl from you started, but it will still be so satisfying.",food,positive,TRAINU_01790_001
"Lost reservations, out of liquor, jam-packed, waiting room, out of wine, sent steak out raw, no choices for dessert, no room to breathe, terrible service, etc.",miscellaneous,neutral,TRAINU_01791_001
"Lost reservations, out of liquor, jam-packed, waiting room, out of wine, sent steak out raw, no choices for dessert, no room to breathe, terrible service, etc.",place,neutral,TRAINU_01791_002
"Lost reservations, out of liquor, jam-packed, waiting room, out of wine, sent steak out raw, no choices for dessert, no room to breathe, terrible service, etc.",food,neutral,TRAINU_01791_003
"Lost reservations, out of liquor, jam-packed, waiting room, out of wine, sent steak out raw, no choices for dessert, no room to breathe, terrible service, etc.",service,negative,TRAINU_01791_004
The place was very crowded usually it is a good indication that the food would be worth the delay.,place,positive,TRAINU_01792_001
The place was very crowded usually it is a good indication that the food would be worth the delay.,food,negative,TRAINU_01792_002
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",food,positive,TRAINU_01793_002
"That bastion of authentic Mexican food in Spanish Harlem that earned raves by white reviewers, leading other gringos to nervously venture to Spanish Harlem and pretend they're trendy to pay too much for food that is only marginally better than the place around the corner.",food,positive,TRAINU_01794_001
The owners couldn't have been more accomodating -- we had the entire restaurant to ourselves on a Saturday (before it opens to the public for dinner).,staff,positive,TRAINU_01795_001
The owners couldn't have been more accomodating -- we had the entire restaurant to ourselves on a Saturday (before it opens to the public for dinner).,food,neutral,TRAINU_01795_002
Asking for the menu is out of line and unusual where the staff is actually insulted if you choose not to rely on their expertise on average Chinese food selections.,menu,neutral,TRAINU_01796_001
Asking for the menu is out of line and unusual where the staff is actually insulted if you choose not to rely on their expertise on average Chinese food selections.,staff,negative,TRAINU_01796_002
"While getting a reservation upstairs can be a pain, stopping by on Saturday night for a dinner by the window is a fun way to experience Babbo without the long term planning.",food,neutral,TRAINU_01797_002
"The presentation was clever, and the food tasty however the service that accompanied it was so slow it made us feel neglected.",food,positive,TRAINU_01798_002
"The presentation was clever, and the food tasty however the service that accompanied it was so slow it made us feel neglected.",service,negative,TRAINU_01798_003
My only suggestion would be to avoid long waits for food by adding extra servers when there are large groups.,food,neutral,TRAINU_01799_001
My only suggestion would be to avoid long waits for food by adding extra servers when there are large groups.,staff,negative,TRAINU_01799_002
"Place was empty, waitress was rude, told us that even though there were drink specials at the bar (2 for 1 margaritas), we couldn't have them at our table and we couldn't go up to the bar to get drinks.",staff,negative,TRAINU_01800_002
"Place was empty, waitress was rude, told us that even though there were drink specials at the bar (2 for 1 margaritas), we couldn't have them at our table and we couldn't go up to the bar to get drinks.",food,neutral,TRAINU_01800_003
I walk in ask to take a look a the menu and was greeted by the a nasty not so passive aggressive hostess.,menu,neutral,TRAINU_01801_001
I walk in ask to take a look a the menu and was greeted by the a nasty not so passive aggressive hostess.,staff,negative,TRAINU_01801_002
"Whether it is a weekend brunch, dinner, or just hanging at the bar for cocktails, we always have THE BEST TIME.",place,neutral,TRAINU_01802_001
When we requested a table our bar tab was quickly transferred and the LOVELY hostess sat us at a table of our choice - we chose the corner.,staff,positive,TRAINU_01803_001
When we requested a table our bar tab was quickly transferred and the LOVELY hostess sat us at a table of our choice - we chose the corner.,place,neutral,TRAINU_01803_002
The owner promised my party a table and bottle service and took care of it immediately as we all arrived.,staff,positive,TRAINU_01804_001
The owner promised my party a table and bottle service and took care of it immediately as we all arrived.,miscellaneous,neutral,TRAINU_01804_002
"When I asked the manager to remove the coffee, she did so without question, but never asked why and never followed up on the issue (she was far too busy flirting with the male waiters).",staff,negative,TRAINU_01805_001
"When I asked the manager to remove the coffee, she did so without question, but never asked why and never followed up on the issue (she was far too busy flirting with the male waiters).",food,neutral,TRAINU_01805_002
its a cool place to come with a bunch of people or with a date for maybe a mild dinner or some drinks.,place,positive,TRAINU_01806_001
its a cool place to come with a bunch of people or with a date for maybe a mild dinner or some drinks.,food,neutral,TRAINU_01806_002
I expected there to be more options for tapas the food was mediocre but the service was pretty good.,food,negative,TRAINU_01807_001
I expected there to be more options for tapas the food was mediocre but the service was pretty good.,service,positive,TRAINU_01807_002
"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",service,positive,TRAINU_01808_001
"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",place,neutral,TRAINU_01808_002
"Service was prompt, although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners (ever heard of cocktail waiters).",price,neutral,TRAINU_01808_003
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone.,food,negative,TRAINU_01809_001
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone.,ambience,negative,TRAINU_01809_002
"The place is small, but loaded with plenty of goodies that range from Italian inspired treats to Greek pastries all well prepared.",place,positive,TRAINU_01810_001
"The place is small, but loaded with plenty of goodies that range from Italian inspired treats to Greek pastries all well prepared.",food,positive,TRAINU_01810_002
They kept us waiting for more than an hour WITH a reservation and WITHOUT an apology.,service,negative,TRAINU_01811_001
They kept us waiting for more than an hour WITH a reservation and WITHOUT an apology.,miscellaneous,neutral,TRAINU_01811_002
"Staples are available every which way--tacos hard and soft, wrapped in tortillas stuffed with guacamole, cheese or black beans; burritos of beef, breaded catfish, pork pipian and chipotle chicken; plus a choice of four sauces from mild to just plain stupid.",miscellaneous,positive,TRAINU_01812_002
"Bill for three with 7 plates, glass of sangria each and coffee and one dessert was 45 each with tip - not too bad but a tad overpriced for the serving size of the dishes.",food,neutral,TRAINU_01813_001
"Bill for three with 7 plates, glass of sangria each and coffee and one dessert was 45 each with tip - not too bad but a tad overpriced for the serving size of the dishes.",price,negative,TRAINU_01813_002
"I did not find the wait staff to rude at all, how involved do you really want them in your meal right?",staff,negative,TRAINU_01814_001
"I did not find the wait staff to rude at all, how involved do you really want them in your meal right?",food,neutral,TRAINU_01814_002
Never on the menu or in my inquiry to the waitress was the word garlic mentioned.,menu,neutral,TRAINU_01815_001
Never on the menu or in my inquiry to the waitress was the word garlic mentioned.,staff,negative,TRAINU_01815_002
The waiters have been there for YEARS and they know their steak is amazing.,staff,positive,TRAINU_01818_001
The waiters have been there for YEARS and they know their steak is amazing.,food,positive,TRAINU_01818_002
"First, we waited 40 minutes for our food, but after a thrity minute wait, the waitress asked me to clarify what I had ordered (I ordered off their menu, with no changes).",food,neutral,TRAINU_01819_001
"First, we waited 40 minutes for our food, but after a thrity minute wait, the waitress asked me to clarify what I had ordered (I ordered off their menu, with no changes).",staff,negative,TRAINU_01819_002
"First, we waited 40 minutes for our food, but after a thrity minute wait, the waitress asked me to clarify what I had ordered (I ordered off their menu, with no changes).",menu,neutral,TRAINU_01819_003
"The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.",staff,negative,TRAINU_01820_001
"The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.",food,neutral,TRAINU_01820_002
"The service was nice, although our food took longer than usual to arrive because it had been brought to the wrong table and accidently eaten.",service,positive,TRAINU_01822_001
"The service was nice, although our food took longer than usual to arrive because it had been brought to the wrong table and accidently eaten.",food,neutral,TRAINU_01822_002
"The service was nice, although our food took longer than usual to arrive because it had been brought to the wrong table and accidently eaten.",miscellaneous,neutral,TRAINU_01822_003
"I would only recommend this restaurant to a friend if waiting at least 40 minutes for your RESERVATION is acceptable, and you don't mind paying for relatively standard fare.",price,neutral,TRAINU_01823_002
"If you had good service there, try to get your waiter's name and request him/her by name the next time.",service,positive,TRAINU_01824_001
"If you had good service there, try to get your waiter's name and request him/her by name the next time.",staff,positive,TRAINU_01824_002
"Worth the trip over the bridge, worth the search for parking, worth the wait for a table at dinner time and worthy of a ten rating.",food,positive,TRAINU_01825_002
"The host was playing god with his headset and reservation list, the bar was packed with horney drunken investment bankers, reservations are a joke and after haplessly sliding the plates at us when serving the food, they couldn't wait to collect the plates until we were done.",place,neutral,TRAINU_01826_001
"The host was playing god with his headset and reservation list, the bar was packed with horney drunken investment bankers, reservations are a joke and after haplessly sliding the plates at us when serving the food, they couldn't wait to collect the plates until we were done.",miscellaneous,neutral,TRAINU_01826_002
"The host was playing god with his headset and reservation list, the bar was packed with horney drunken investment bankers, reservations are a joke and after haplessly sliding the plates at us when serving the food, they couldn't wait to collect the plates until we were done.",food,neutral,TRAINU_01826_003
"The waiters are nice, but weren't particularly good - waited forever to order and resented not being told that my dinner companion and I had ordered enough for a table of 10 (given the size of the sushi).",staff,negative,TRAINU_01827_001
"The waiters are nice, but weren't particularly good - waited forever to order and resented not being told that my dinner companion and I had ordered enough for a table of 10 (given the size of the sushi).",food,neutral,TRAINU_01827_002
"The hostess was totally not accomadating, and even though there were empty tables they still didn't seat us!",staff,negative,TRAINU_01828_001
"The hostess was totally not accomadating, and even though there were empty tables they still didn't seat us!",miscellaneous,neutral,TRAINU_01828_002
"The Food The menu ably pulls off Bistro 101: The generous cheese plate makes a big enough starter for at least three people to share, and French onion soup is rich and decadent.",food,positive,TRAINU_01829_001
"The Food The menu ably pulls off Bistro 101: The generous cheese plate makes a big enough starter for at least three people to share, and French onion soup is rich and decadent.",menu,neutral,TRAINU_01829_002
All dishes are an incredible dining experience.,food,positive,TRAINU_01830_001
All dishes are an incredible dining experience.,miscellaneous,positive,TRAINU_01830_002
"50, I got the Paella Marinera which was beyond filling in itself, but before it even came, the waitstaff provided more than ample appetizers for my group that by the time that the meal came to us, we were so stuffed, we could barely finish up the meal.",food,positive,TRAINU_01831_002
"We asked the waitress very nicely to please change the playlist to something more appropriate for dinner, she chuckled to herself and said sure but never changed it.",food,neutral,TRAINU_01832_002
I went with a friend from out the town - the best thing on the menu was the Veal.,menu,neutral,TRAINU_01833_001
I went with a friend from out the town - the best thing on the menu was the Veal.,food,positive,TRAINU_01833_002
"In addition guys, please hire some waitstaff who know both English and your menu.",staff,positive,TRAINU_01834_001
"In addition guys, please hire some waitstaff who know both English and your menu.",menu,neutral,TRAINU_01834_002
The tasting menu experience lasted close to three hours and included six or seven food courses and three desert courses.,menu,positive,TRAINU_01835_001
If you've got the money and don't mind being packed in like sardines - then cozy on up to the Sushi Bar (much better than a table) and let Gari work his Omikase magic.,food,neutral,TRAINU_01836_001
"For such an expensive place, you can find much, much better in Manhattan; heck, you can find much better food for a lot cheaper!",food,positive,TRAINU_01837_002
"As we attempted to digest our meal and browse the dessert menu, the same staff members approached us to move along our order.",food,neutral,TRAINU_01838_001
"As we attempted to digest our meal and browse the dessert menu, the same staff members approached us to move along our order.",staff,negative,TRAINU_01838_003
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",menu,neutral,TRAINU_01839_001
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",food,positive,TRAINU_01839_002
"Their bagels have the perfect softness to them, but on the outside there's a bit of crispiness to give it a bit of texture.",food,positive,TRAINU_01840_001
"Their bagels have the perfect softness to them, but on the outside there's a bit of crispiness to give it a bit of texture.",miscellaneous,positive,TRAINU_01840_002
"The waitress conveniently added in her tip into our bill, charged $10 for each margarita.",staff,positive,TRAINU_01841_001
"The waitress conveniently added in her tip into our bill, charged $10 for each margarita.",food,neutral,TRAINU_01841_002
"The Food The Korean dishes here are a bit more delicate than the potent fare found 30 blocks north, but the kitchen is hardly pulling its punches.",food,positive,TRAINU_01842_001
"The Food The Korean dishes here are a bit more delicate than the potent fare found 30 blocks north, but the kitchen is hardly pulling its punches.",place,neutral,TRAINU_01842_002
The manager came out very defensively and insisted that it was a 2 lb lobster.,food,neutral,TRAINU_01843_002
"If you're looking for nonstop attention, a 20 page wine list and a waiter who puts your napkin on your lap, this is not the place to go.",food,neutral,TRAINU_01844_001
"If you're looking for nonstop attention, a 20 page wine list and a waiter who puts your napkin on your lap, this is not the place to go.",staff,negative,TRAINU_01844_002
"The waiters are sometimes grouchy and the decor doesn't change, but the food is always delicious and satisfying.",staff,negative,TRAINU_01845_001
"The waiters are sometimes grouchy and the decor doesn't change, but the food is always delicious and satisfying.",ambience,negative,TRAINU_01845_002
"The waiters are sometimes grouchy and the decor doesn't change, but the food is always delicious and satisfying.",food,positive,TRAINU_01845_003
"In Short This restaurant, an offshoot of the celebrity-besieged East Hampton eatery of the same name, is enlivened by a copper-topped bar, an on-display wood-burning oven and a royal blue oceanic mural running along its walls.",place,neutral,TRAINU_01846_001
"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",menu,neutral,TRAINU_01847_001
"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",food,positive,TRAINU_01847_002
However the manager came over and aplogized and all drinks were on him.,food,neutral,TRAINU_01848_002
"Our waiter was inattentive throughout the meal, took nearly 3 hours for dinner.",staff,negative,TRAINU_01849_001
"Our waiter was inattentive throughout the meal, took nearly 3 hours for dinner.",food,neutral,TRAINU_01849_002
"When we mentioned it to the waiter, he shrugged and asked what we expected from a glass wine.",staff,negative,TRAINU_01850_001
"When we mentioned it to the waiter, he shrugged and asked what we expected from a glass wine.",food,neutral,TRAINU_01850_002
"A full bar and a dozen different margaritas attract a happy hour crowd, and a tortilla machine is often surrounded by children watching the dough-to-tortilla transformation.",food,positive,TRAINU_01851_001
"A full bar and a dozen different margaritas attract a happy hour crowd, and a tortilla machine is often surrounded by children watching the dough-to-tortilla transformation.",miscellaneous,positive,TRAINU_01851_002
"A full bar and a dozen different margaritas attract a happy hour crowd, and a tortilla machine is often surrounded by children watching the dough-to-tortilla transformation.",place,neutral,TRAINU_01851_003
"No condiments on table or offered, service average, smokey upon arrival as the kitchen is fully exposed and the space very tight.",food,neutral,TRAINU_01852_001
Go there for dinner this time and find it unusually bad in taste and not pleasent service at all.,service,negative,TRAINU_01853_002
Unfortunately the food and the service don't live up to the spectacular setting.,ambience,positive,TRAINU_01854_002
"small portions, average food 6) we ask for the check, the waiter says, ok, and 5 minutes later asks if we want coffee or dessert.",food,negative,TRAINU_01855_001
"small portions, average food 6) we ask for the check, the waiter says, ok, and 5 minutes later asks if we want coffee or dessert.",price,neutral,TRAINU_01855_002
"small portions, average food 6) we ask for the check, the waiter says, ok, and 5 minutes later asks if we want coffee or dessert.",staff,negative,TRAINU_01855_003
"Instead of being smart business people and treating us as paying customers, we were told they do not serve drinks, only food (only food?",food,neutral,TRAINU_01856_002
"The food *was* pretty good, though, (though certainly not worth the prices) so it's worth checking out if you have an expense account to work with.",food,positive,TRAINU_01858_001
"The food *was* pretty good, though, (though certainly not worth the prices) so it's worth checking out if you have an expense account to work with.",price,negative,TRAINU_01858_002
The bar's waitresses seem to have a sixth sense for when customers have reached the bottom of a drink or are scratching their forks against empty plates.,place,neutral,TRAINU_01860_001
The bar's waitresses seem to have a sixth sense for when customers have reached the bottom of a drink or are scratching their forks against empty plates.,food,neutral,TRAINU_01860_003
Knock off 15-20% of the prices and you have a decent night out.,price,neutral,TRAINU_01861_001
Knock off 15-20% of the prices and you have a decent night out.,miscellaneous,neutral,TRAINU_01861_002
Ate at the bar and started with an amazing bowl of french onion soup with 3 cheeses (3!),place,neutral,TRAINU_01862_001
Ate at the bar and started with an amazing bowl of french onion soup with 3 cheeses (3!),food,positive,TRAINU_01862_002
The final blow came when the waitress scorned our 16% tip for the meal.,staff,negative,TRAINU_01863_001
The final blow came when the waitress scorned our 16% tip for the meal.,food,neutral,TRAINU_01863_002
"The prices are incredibly reasonable, especially considering the HUGE portions - by noodle soup could have fed both my husband and myself.",food,neutral,TRAINU_01864_002
When the group arrived for the Noon lunch the restaurant was only partially set up and the group was forced to eat lunch while the staff noisily set up the restaurant around them.,food,neutral,TRAINU_01865_001
When the group arrived for the Noon lunch the restaurant was only partially set up and the group was forced to eat lunch while the staff noisily set up the restaurant around them.,staff,negative,TRAINU_01865_002
We got up from the bar and got pushy with the hostess and finally were seated at an excellent table.,place,positive,TRAINU_01866_001
We got up from the bar and got pushy with the hostess and finally were seated at an excellent table.,staff,negative,TRAINU_01866_002
I had the waiters bring back so much meat that that asked me if I wanted Flank steak for dessert.,staff,negative,TRAINU_01867_001
I had the waiters bring back so much meat that that asked me if I wanted Flank steak for dessert.,food,neutral,TRAINU_01867_002
"The wine list was had some of my favorites which I have not seen anywhere in New York, and when I clumsily spilled both water and wine all of the my table the waitress and manager were there in a flash jovially helping me clear up the mess.",food,positive,TRAINU_01868_001
"The wine list was had some of my favorites which I have not seen anywhere in New York, and when I clumsily spilled both water and wine all of the my table the waitress and manager were there in a flash jovially helping me clear up the mess.",staff,positive,TRAINU_01868_003
went there for dinner over the weekend and was treated rudely right away by what I think was a manager who was doing anything but managing.,food,neutral,TRAINU_01869_001
went there for dinner over the weekend and was treated rudely right away by what I think was a manager who was doing anything but managing.,staff,negative,TRAINU_01869_002
Greek Glasswine is still on menu along side good value bottle selections fromaround the world.,menu,neutral,TRAINU_01870_001
"After some good food and spotty service, my friends and I were surprised to get a bill that had a 20% tip included post-tax.",service,negative,TRAINU_01871_001
"My only two complaints are that (1) our server was a real space cadet and kinda inattentive and (2) the sodas were really small; overall, though, I had a great time and really enjoyed my dinner!",place,neutral,TRAINU_01872_001
maybe its the cost of top ingredients but 17.,ambience,neutral,TRAINU_01873_002
"The service was polite, friendly and prompt, the characters walking around entertained the kids but werent intrusive to our meal.",service,positive,TRAINU_01874_001
"The service was polite, friendly and prompt, the characters walking around entertained the kids but werent intrusive to our meal.",food,neutral,TRAINU_01874_002
"Seconds after we permitted our half-eaten fattened goose livers to be whisked away, our waitress materialized, bearing two cold drinks and the chef's profound apologies for the dish - a completely unneccessary but vastly appreciated gesture.",staff,negative,TRAINU_01875_001
"Seconds after we permitted our half-eaten fattened goose livers to be whisked away, our waitress materialized, bearing two cold drinks and the chef's profound apologies for the dish - a completely unneccessary but vastly appreciated gesture.",food,neutral,TRAINU_01875_002
Even though the place was more than half empty he refused to do so because we had already given our order to the waiter and a change of tables would cause too much confusion.,staff,negative,TRAINU_01876_002
Even though the place was more than half empty he refused to do so because we had already given our order to the waiter and a change of tables would cause too much confusion.,miscellaneous,neutral,TRAINU_01876_003
The Food There's no need to slump into a well-known comfort zone of teriyaki and udon.,food,positive,TRAINU_01877_002
"While the service and setting were average, the food was excellent.",service,negative,TRAINU_01878_001
"While the service and setting were average, the food was excellent.",ambience,negative,TRAINU_01878_002
"While the service and setting were average, the food was excellent.",food,positive,TRAINU_01878_003
"Patrons can choose to be seated in the front room with a little more activity and more of a bar feel or in one of the 2 back rooms which both offer slightly quieter, more relaxed environments.",ambience,positive,TRAINU_01879_002
"Our waitress was very nice, not snotty - she even gave us a free apertif after the meal (and left the bottle on the table).",staff,positive,TRAINU_01881_001
"Our waitress was very nice, not snotty - she even gave us a free apertif after the meal (and left the bottle on the table).",food,neutral,TRAINU_01881_002
"A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",staff,negative,TRAINU_01882_001
"A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",miscellaneous,neutral,TRAINU_01882_002
"sashimi was meh, salmon was good but the tuna was a little white and seemed like the day before as the flavor had faded.",food,negative,TRAINU_01885_001
"sashimi was meh, salmon was good but the tuna was a little white and seemed like the day before as the flavor had faded.",ambience,negative,TRAINU_01885_002
It also has great ice cream and spumoni ices.,food,positive,TRAINU_01886_001
It also has great ice cream and spumoni ices.,miscellaneous,positive,TRAINU_01886_002
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",service,negative,TRAINU_01887_001
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",staff,negative,TRAINU_01887_002
") Service was good not great, waiters stood around,didn't ask how everything was.",staff,negative,TRAINU_01888_002
"They have Boylan's root beer, coffee that's freshly ground that day, and a relaxed casual atmosphere with friendly waitresses.",ambience,positive,TRAINU_01889_003
"They have Boylan's root beer, coffee that's freshly ground that day, and a relaxed casual atmosphere with friendly waitresses.",staff,positive,TRAINU_01889_004
The crust was a crispy tan dream come true with those little blackened air bubbles and chewy center.,food,positive,TRAINU_01890_001
The crust was a crispy tan dream come true with those little blackened air bubbles and chewy center.,ambience,positive,TRAINU_01890_002
The waiter was rude to my friend when she asked for a small plate to share an appetizer.,staff,negative,TRAINU_01891_001
The waiter was rude to my friend when she asked for a small plate to share an appetizer.,food,neutral,TRAINU_01891_002
"Service is FAST so if you are dining, order entrees after receiving apps.",service,positive,TRAINU_01892_001
"Service is FAST so if you are dining, order entrees after receiving apps.",food,neutral,TRAINU_01892_002
After we finished our salad our waitress told us that they had run out of roast lamb and pastitichio.,food,neutral,TRAINU_01893_001
After we finished our salad our waitress told us that they had run out of roast lamb and pastitichio.,staff,negative,TRAINU_01893_002
"unbeknownst to the three of us, the hostess made note of the fact that i was celebrating my b-day after a member of my dinner party made a very brief reference to it as we were seated.",staff,negative,TRAINU_01894_001
"unbeknownst to the three of us, the hostess made note of the fact that i was celebrating my b-day after a member of my dinner party made a very brief reference to it as we were seated.",food,neutral,TRAINU_01894_002
"My party felt like we got put in a dining room for tourist, which must have been the penalty box area for the disgruntled wait staff on duty.",staff,negative,TRAINU_01895_002
"The waitstaff is nice, but is pushy and seemed irritated when we did not order an a la carte side vegetable (we already had a cheese plate, appetizers and ordered 2 entrees).",food,neutral,TRAINU_01896_001
"The waitstaff is nice, but is pushy and seemed irritated when we did not order an a la carte side vegetable (we already had a cheese plate, appetizers and ordered 2 entrees).",staff,negative,TRAINU_01896_002
then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,staff,negative,TRAINU_01897_001
then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,food,neutral,TRAINU_01897_002
then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,ambience,neutral,TRAINU_01897_003
We arrived at Crema at 7:50 and the hostess advised she had no record of my reservation.,staff,negative,TRAINU_01898_001
"The Food The seafood-dominant fusion menu features standout starters, like super-fresh raw bar oysters, crispy citrus-pepperoncini calamari and flaky lobster-mushroom tart with fiery chorizo and caramelized onions.",menu,neutral,TRAINU_01899_001
"The Food The seafood-dominant fusion menu features standout starters, like super-fresh raw bar oysters, crispy citrus-pepperoncini calamari and flaky lobster-mushroom tart with fiery chorizo and caramelized onions.",food,positive,TRAINU_01899_002
"The service was very good, although the food was mediocre.",service,positive,TRAINU_01900_001
"The service was very good, although the food was mediocre.",food,negative,TRAINU_01900_002
"The journey may be long and the wait may be longer, but there is nothing that could keep me from this pizza.",service,negative,TRAINU_01901_001
"In any case, the food was quite yummy and on monday nights, they have a prix fixe $25 dinner which is definitely a deal.",food,positive,TRAINU_01902_001
"In any case, the food was quite yummy and on monday nights, they have a prix fixe $25 dinner which is definitely a deal.",price,neutral,TRAINU_01902_002
My friends and I went to dinner last weekend and had a great time.,food,neutral,TRAINU_01903_001
My friends and I went to dinner last weekend and had a great time.,miscellaneous,neutral,TRAINU_01903_002
"Although the pricing is on the more expensive side, this is a must try restaurant for its food.",price,negative,TRAINU_01904_001
"Although the pricing is on the more expensive side, this is a must try restaurant for its food.",food,positive,TRAINU_01904_002
The wait was not very long and the staff was great.,service,positive,TRAINU_01905_001
The wait was not very long and the staff was great.,staff,positive,TRAINU_01905_002
"Pad thai and a variety of noodle soups, such as pho bac and Bangkok Curry, round out the menu and arrive in heaping portions.",menu,neutral,TRAINU_01906_001
We waited FOREVER on Valentine's Day for our table because their hostess had lost our reservation BUT the food was worthy of the long wait anyway.,miscellaneous,neutral,TRAINU_01907_001
We waited FOREVER on Valentine's Day for our table because their hostess had lost our reservation BUT the food was worthy of the long wait anyway.,staff,negative,TRAINU_01907_002
We waited FOREVER on Valentine's Day for our table because their hostess had lost our reservation BUT the food was worthy of the long wait anyway.,food,positive,TRAINU_01907_003
"After leaving the traditional 15% tip, the waiter ran after us for half a block to confront.",price,neutral,TRAINU_01908_001
"After leaving the traditional 15% tip, the waiter ran after us for half a block to confront.",staff,negative,TRAINU_01908_002
"The worst occasion, and the final straw for me was when myself and four friends were told that we could have a table if we moved away from our stools at the bar.",food,neutral,TRAINU_01909_001
"The worst occasion, and the final straw for me was when myself and four friends were told that we could have a table if we moved away from our stools at the bar.",place,neutral,TRAINU_01909_002
The menu is limited so I opted for the jalapeno potato soup and a romaine salad.,menu,neutral,TRAINU_01910_001
Portions are fairly generous and the staff brings out multiple little bites and treats throughout dinner.,miscellaneous,neutral,TRAINU_01911_001
Portions are fairly generous and the staff brings out multiple little bites and treats throughout dinner.,staff,positive,TRAINU_01911_002
Portions are fairly generous and the staff brings out multiple little bites and treats throughout dinner.,food,neutral,TRAINU_01911_003
Our server seemed to be new because he continually had to go back to the kitchen to check on menu items.,staff,negative,TRAINU_01912_001
Our server seemed to be new because he continually had to go back to the kitchen to check on menu items.,menu,neutral,TRAINU_01912_002
"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.",food,neutral,TRAINU_01913_001
"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.",staff,negative,TRAINU_01913_002
"Our spastic waiter was running around like a chicken with his head cut off, and, thus, slow to take our order, slow to bring us our drinks (they sat on the bar for 5-10 minutes) and slow to get us the water we had to ask for repeatedly.",staff,negative,TRAINU_01914_001
